DATE,SEASON,VISITOR_TEAM,VISITOR_SCORE,HOME_TEAM,HOME_SCORE,OTS,PLAYOFF
2004-02-11,2004,Los Angeles Clippers,102,Memphis Grizzlies,110,0,N
2004-02-11,2004,New York Knicks,98,New Orleans Hornets,106,0,N
2004-02-11,2004,Los Angeles Lakers,87,Houston Rockets,102,0,N
2004-02-11,2004,Minnesota Timberwolves,77,Utah Jazz,66,0,N
2004-02-11,2004,Phoenix Suns,99,Golden State Warriors,110,0,N
2004-02-12,2004,Boston Celtics,87,Chicago Bulls,107,0,N
2004-02-12,2004,Denver Nuggets,107,Portland Trail Blazers,98,0,N
2004-02-12,2004,Toronto Raptors,74,Seattle SuperSonics,94,0,N
2004-02-17,2004,New Orleans Hornets,89,Indiana Pacers,75,0,N
2004-02-17,2004,Utah Jazz,85,Miami Heat,97,0,N
2004-02-17,2004,Detroit Pistons,88,New York Knicks,92,0,N
2004-02-17,2004,Dallas Mavericks,92,Memphis Grizzlies,109,0,N
2004-02-17,2004,Orlando Magic,104,Milwaukee Bucks,127,0,N
2004-02-17,2004,Phoenix Suns,95,Minnesota Timberwolves,110,0,N
2004-02-17,2004,Toronto Raptors,73,Chicago Bulls,75,0,N
2004-02-17,2004,Washington Wizards,81,Houston Rockets,107,0,N
2004-02-17,2004,Philadelphia 76ers,85,Denver Nuggets,106,0,N
2004-02-17,2004,Boston Celtics,111,Sacramento Kings,127,0,N
2004-02-17,2004,Portland Trail Blazers,86,Los Angeles Lakers,89,0,N
2004-02-18,2004,Dallas Mavericks,114,Cleveland Cavaliers,98,0,N
2004-02-18,2004,Utah Jazz,77,Orlando Magic,90,0,N
2004-02-18,2004,San Antonio Spurs,86,Toronto Raptors,82,0,N
2004-02-18,2004,Milwaukee Bucks,98,Detroit Pistons,102,0,N
2004-02-18,2004,Atlanta Hawks,92,New Jersey Nets,98,0,N
2004-02-18,2004,Washington Wizards,98,New Orleans Hornets,120,0,N
2004-02-18,2004,Los Angeles Clippers,86,Portland Trail Blazers,101,0,N
2004-02-18,2004,Los Angeles Lakers,100,Golden State Warriors,99,0,N
2004-02-19,2004,Sacramento Kings,75,Minnesota Timberwolves,92,0,N
2004-02-19,2004,Philadelphia 76ers,112,Seattle SuperSonics,101,0,N
2004-02-19,2004,Boston Celtics,100,Los Angeles Clippers,102,0,N
2004-02-20,2004,Denver Nuggets,98,Orlando Magic,102,0,N
2004-02-20,2004,Indiana Pacers,96,Washington Wizards,87,0,N
2004-02-20,2004,San Antonio Spurs,87,Cleveland Cavaliers,89,0,N
2004-02-20,2004,Atlanta Hawks,92,Miami Heat,125,0,N
2004-02-20,2004,Utah Jazz,92,New York Knicks,78,0,N
2004-02-20,2004,New Jersey Nets,91,Toronto Raptors,72,0,N
2004-02-20,2004,Minnesota Timberwolves,88,Detroit Pistons,87,0,N
2004-02-20,2004,Phoenix Suns,92,Memphis Grizzlies,97,0,N
2004-02-20,2004,Sacramento Kings,91,Chicago Bulls,83,0,N
2004-02-20,2004,Portland Trail Blazers,94,Golden State Warriors,93,0,N
2004-02-20,2004,Philadelphia 76ers,88,Los Angeles Lakers,116,0,N
2004-02-21,2004,Denver Nuggets,81,Miami Heat,97,0,N
2004-02-21,2004,New Orleans Hornets,84,New Jersey Nets,97,0,N
2004-02-21,2004,Memphis Grizzlies,105,Chicago Bulls,98,0,N
2004-02-21,2004,Houston Rockets,88,Dallas Mavericks,97,0,N
2004-02-21,2004,Los Angeles Clippers,105,Milwaukee Bucks,103,0,N
2004-02-21,2004,Boston Celtics,84,Portland Trail Blazers,105,0,N
2004-02-21,2004,Seattle SuperSonics,92,Golden State Warriors,94,0,N
2004-02-22,2004,Cleveland Cavaliers,92,New York Knicks,86,0,N
2004-02-22,2004,Sacramento Kings,96,Toronto Raptors,81,0,N
2004-02-22,2004,Utah Jazz,80,Indiana Pacers,94,0,N
2004-02-22,2004,San Antonio Spurs,94,Minnesota Timberwolves,92,0,N
2004-02-22,2004,Orlando Magic,87,Detroit Pistons,86,0,N
2004-02-22,2004,Milwaukee Bucks,113,Washington Wizards,85,0,N
2004-02-22,2004,Los Angeles Lakers,104,Phoenix Suns,92,0,N
2004-02-22,2004,Atlanta Hawks,121,Houston Rockets,123,3,N
2004-02-22,2004,Boston Celtics,87,Seattle SuperSonics,108,0,N
2004-02-23,2004,New Orleans Hornets,100,Cleveland Cavaliers,104,0,N
2004-02-23,2004,Detroit Pistons,76,Philadelphia 76ers,66,0,N
2004-02-23,2004,Portland Trail Blazers,89,Miami Heat,81,0,N
2004-02-23,2004,Denver Nuggets,106,Memphis Grizzlies,109,0,N
2004-02-24,2004,Golden State Warriors,96,Indiana Pacers,107,0,N
2004-02-24,2004,Portland Trail Blazers,94,Orlando Magic,91,1,N
2004-02-24,2004,Philadelphia 76ers,75,Atlanta Hawks,86,0,N
2004-02-24,2004,Toronto Raptors,74,New Jersey Nets,86,0,N
2004-02-24,2004,Minnesota Timberwolves,108,Milwaukee Bucks,102,0,N
2004-02-24,2004,Los Angeles Clippers,91,Dallas Mavericks,116,0,N
2004-02-24,2004,Houston Rockets,77,San Antonio Spurs,86,0,N
2004-02-24,2004,Seattle SuperSonics,86,Utah Jazz,99,0,N
2004-02-24,2004,New York Knicks,99,Sacramento Kings,107,0,N
2004-02-25,2004,Milwaukee Bucks,106,Boston Celtics,104,0,N
2004-02-25,2004,Washington Wizards,76,Toronto Raptors,74,0,N
2004-02-25,2004,Golden State Warriors,99,Memphis Grizzlies,92,0,N
2004-02-25,2004,New Jersey Nets,68,Minnesota Timberwolves,81,0,N
2004-02-25,2004,Los Angeles Clippers,93,New Orleans Hornets,99,0,N
2004-02-25,2004,Detroit Pistons,107,Chicago Bulls,88,0,N
2004-02-25,2004,Los Angeles Lakers,112,Denver Nuggets,111,0,N
2004-02-25,2004,Cleveland Cavaliers,84,Houston Rockets,90,0,N
2004-02-25,2004,New York Knicks,95,Phoenix Suns,113,0,N
2004-02-25,2004,Utah Jazz,93,Seattle SuperSonics,92,1,N
2004-02-26,2004,Chicago Bulls,87,Washington Wizards,95,0,N
2004-02-26,2004,San Antonio Spurs,91,Dallas Mavericks,115,0,N
2004-02-26,2004,Sacramento Kings,103,Los Angeles Lakers,101,0,N
2004-02-27,2004,Toronto Raptors,75,Boston Celtics,88,0,N
2004-02-27,2004,Cleveland Cavaliers,112,Orlando Magic,107,1,N
2004-02-27,2004,Atlanta Hawks,83,Detroit Pistons,105,0,N
2004-02-27,2004,Golden State Warriors,81,Minnesota Timberwolves,91,0,N
2004-02-27,2004,Indiana Pacers,77,New Orleans Hornets,89,0,N
2004-02-27,2004,Portland Trail Blazers,85,Houston Rockets,89,0,N
2004-02-27,2004,Memphis Grizzlies,104,Milwaukee Bucks,106,0,N
2004-02-27,2004,Phoenix Suns,104,Seattle SuperSonics,99,0,N
2004-02-27,2004,Utah Jazz,102,Sacramento Kings,97,0,N
2004-02-27,2004,New York Knicks,94,Los Angeles Clippers,96,0,N
2004-02-28,2004,Miami Heat,86,New Jersey Nets,92,0,N
2004-02-28,2004,Los Angeles Lakers,122,Washington Wizards,110,0,N
2004-02-28,2004,Orlando Magic,104,Atlanta Hawks,99,0,N
2004-02-28,2004,Philadelphia 76ers,74,Indiana Pacers,81,0,N
2004-02-28,2004,New Orleans Hornets,92,Memphis Grizzlies,97,0,N
2004-02-28,2004,Golden State Warriors,81,Chicago Bulls,87,1,N
2004-02-28,2004,Portland Trail Blazers,91,Dallas Mavericks,111,0,N
2004-02-28,2004,Denver Nuggets,92,San Antonio Spurs,117,0,N
2004-02-29,2004,Boston Celtics,91,Toronto Raptors,82,0,N
2004-02-29,2004,Miami Heat,104,Milwaukee Bucks,108,0,N
2004-02-29,2004,Detroit Pistons,100,Los Angeles Clippers,88,0,N
2004-02-29,2004,Seattle SuperSonics,97,Houston Rockets,80,0,N
2004-02-29,2004,Los Angeles Lakers,100,New Jersey Nets,83,0,N
2004-02-29,2004,Minnesota Timberwolves,74,Philadelphia 76ers,81,0,N
2004-02-29,2004,New York Knicks,96,Denver Nuggets,107,0,N
2004-02-29,2004,Phoenix Suns,94,Sacramento Kings,108,0,N
2004-03-01,2004,Orlando Magic,96,Boston Celtics,117,0,N
2004-03-01,2004,New Orleans Hornets,106,Washington Wizards,111,1,N
2004-03-01,2004,Cleveland Cavaliers,81,Chicago Bulls,92,0,N
2004-03-01,2004,Memphis Grizzlies,81,San Antonio Spurs,80,0,N
2004-03-01,2004,Detroit Pistons,86,Utah Jazz,94,0,N
2004-03-02,2004,Los Angeles Lakers,93,Atlanta Hawks,94,0,N
2004-03-02,2004,Toronto Raptors,89,Miami Heat,86,0,N
2004-03-02,2004,Seattle SuperSonics,96,Dallas Mavericks,107,0,N
2004-03-02,2004,New Jersey Nets,95,Denver Nuggets,91,0,N
2004-03-02,2004,Los Angeles Clippers,106,Sacramento Kings,113,0,N
2004-03-02,2004,Indiana Pacers,96,Golden State Warriors,88,0,N
2004-03-03,2004,Atlanta Hawks,80,Cleveland Cavaliers,112,0,N
2004-03-03,2004,Milwaukee Bucks,105,Orlando Magic,97,0,N
2004-03-03,2004,Toronto Raptors,70,Washington Wizards,84,0,N
2004-03-03,2004,Philadelphia 76ers,77,New York Knicks,88,0,N
2004-03-03,2004,Dallas Mavericks,97,Minnesota Timberwolves,121,0,N
2004-03-03,2004,Chicago Bulls,97,New Orleans Hornets,100,1,N
2004-03-03,2004,Seattle SuperSonics,84,San Antonio Spurs,88,0,N
2004-03-03,2004,Los Angeles Lakers,96,Houston Rockets,93,0,N
2004-03-03,2004,New Jersey Nets,74,Phoenix Suns,87,0,N
2004-03-03,2004,Memphis Grizzlies,97,Portland Trail Blazers,88,0,N
2004-03-03,2004,Indiana Pacers,101,Los Angeles Clippers,94,1,N
2004-03-04,2004,Milwaukee Bucks,98,Miami Heat,104,0,N
2004-03-04,2004,Sacramento Kings,114,Philadelphia 76ers,105,0,N
2004-03-04,2004,Detroit Pistons,83,Portland Trail Blazers,68,0,N
2004-03-05,2004,Atlanta Hawks,96,Orlando Magic,101,0,N
2004-03-05,2004,New York Knicks,109,Toronto Raptors,103,0,N
2004-03-05,2004,Washington Wizards,90,Boston Celtics,94,0,N
2004-03-05,2004,Houston Rockets,112,Minnesota Timberwolves,109,0,N
2004-03-05,2004,Cleveland Cavaliers,88,New Orleans Hornets,85,0,N
2004-03-05,2004,Dallas Mavericks,100,San Antonio Spurs,113,0,N
2004-03-05,2004,Indiana Pacers,96,Utah Jazz,88,0,N
2004-03-05,2004,New Jersey Nets,78,Golden State Warriors,74,0,N
2004-03-05,2004,Seattle SuperSonics,91,Los Angeles Lakers,99,0,N
2004-03-06,2004,Memphis Grizzlies,98,Los Angeles Clippers,92,0,N
2004-03-06,2004,Sacramento Kings,96,Miami Heat,102,0,N
2004-03-06,2004,Chicago Bulls,88,Philadelphia 76ers,97,0,N
2004-03-06,2004,Milwaukee Bucks,97,Cleveland Cavaliers,106,0,N
2004-03-06,2004,Detroit Pistons,97,Denver Nuggets,66,0,N
2004-03-06,2004,San Antonio Spurs,107,Phoenix Suns,86,0,N
2004-03-06,2004,Utah Jazz,70,Portland Trail Blazers,91,0,N
2004-03-07,2004,Dallas Mavericks,98,Houston Rockets,101,0,N
2004-03-07,2004,New Orleans Hornets,76,Toronto Raptors,84,0,N
2004-03-07,2004,New York Knicks,99,Washington Wizards,86,0,N
2004-03-07,2004,New Jersey Nets,88,Los Angeles Lakers,94,0,N
2004-03-07,2004,Sacramento Kings,107,Orlando Magic,90,0,N
2004-03-07,2004,Boston Celtics,80,Minnesota Timberwolves,77,0,N
2004-03-07,2004,Memphis Grizzlies,95,Golden State Warriors,85,0,N
2004-03-07,2004,Detroit Pistons,86,Seattle SuperSonics,65,0,N
2004-03-07,2004,Portland Trail Blazers,71,Los Angeles Clippers,91,0,N
2004-03-07,2004,Indiana Pacers,103,Denver Nuggets,94,0,N
2004-03-08,2004,Milwaukee Bucks,92,Philadelphia 76ers,97,0,N
2004-03-08,2004,Cleveland Cavaliers,108,Atlanta Hawks,102,0,N
2004-03-08,2004,Phoenix Suns,90,Dallas Mavericks,103,0,N
2004-03-08,2004,Los Angeles Lakers,83,Utah Jazz,88,0,N
2004-03-09,2004,Toronto Raptors,84,Indiana Pacers,94,1,N
2004-03-09,2004,Denver Nuggets,117,Washington Wizards,87,0,N
2004-03-09,2004,Orlando Magic,89,Miami Heat,100,0,N
2004-03-09,2004,Boston Celtics,87,New York Knicks,84,0,N
2004-03-09,2004,San Antonio Spurs,88,Memphis Grizzlies,94,0,N
2004-03-09,2004,Philadelphia 76ers,89,Chicago Bulls,81,0,N
2004-03-09,2004,Los Angeles Clippers,85,Houston Rockets,90,0,N
2004-03-09,2004,Golden State Warriors,92,Sacramento Kings,96,0,N
2004-03-09,2004,Minnesota Timberwolves,105,Seattle SuperSonics,92,0,N
2004-03-10,2004,Los Angeles Lakers,117,Boston Celtics,109,0,N
2004-03-10,2004,Washington Wizards,99,Orlando Magic,108,0,N
2004-03-10,2004,Cleveland Cavaliers,106,Toronto Raptors,92,0,N
2004-03-10,2004,Chicago Bulls,65,Detroit Pistons,98,0,N
2004-03-10,2004,Denver Nuggets,97,New Jersey Nets,98,0,N
2004-03-10,2004,Atlanta Hawks,80,Milwaukee Bucks,94,0,N
2004-03-10,2004,Miami Heat,84,New Orleans Hornets,95,0,N
2004-03-10,2004,Los Angeles Clippers,90,San Antonio Spurs,108,0,N
2004-03-10,2004,Golden State Warriors,77,Utah Jazz,91,0,N
2004-03-10,2004,Minnesota Timberwolves,79,Portland Trail Blazers,92,0,N
2004-03-11,2004,New Orleans Hornets,86,Houston Rockets,97,0,N
2004-03-11,2004,Dallas Mavericks,102,Sacramento Kings,120,0,N
2004-03-12,2004,New York Knicks,94,Philadelphia 76ers,99,2,N
2004-03-12,2004,Washington Wizards,124,Atlanta Hawks,138,0,N
2004-03-12,2004,Indiana Pacers,99,Boston Celtics,81,0,N
2004-03-12,2004,Seattle SuperSonics,74,Miami Heat,82,0,N
2004-03-12,2004,Chicago Bulls,76,New Jersey Nets,88,0,N
2004-03-12,2004,Los Angeles Clippers,89,Memphis Grizzlies,98,0,N
2004-03-12,2004,Los Angeles Lakers,86,Minnesota Timberwolves,96,0,N
2004-03-12,2004,Denver Nuggets,117,Milwaukee Bucks,111,0,N
2004-03-12,2004,Golden State Warriors,74,San Antonio Spurs,99,0,N
2004-03-12,2004,Utah Jazz,99,Phoenix Suns,90,0,N
2004-03-12,2004,Sacramento Kings,81,Portland Trail Blazers,83,0,N
2004-03-13,2004,Seattle SuperSonics,115,Orlando Magic,101,0,N
2004-03-13,2004,Boston Celtics,111,Washington Wizards,102,0,N
2004-03-13,2004,Golden State Warriors,84,New Orleans Hornets,102,0,N
2004-03-13,2004,Los Angeles Lakers,88,Chicago Bulls,81,0,N
2004-03-13,2004,Memphis Grizzlies,80,Houston Rockets,88,0,N
2004-03-13,2004,Dallas Mavericks,113,Phoenix Suns,90,0,N
2004-03-14,2004,Philadelphia 76ers,69,Detroit Pistons,85,0,N
2004-03-14,2004,Atlanta Hawks,84,Toronto Raptors,101,0,N
2004-03-14,2004,Indiana Pacers,104,Cleveland Cavaliers,107,0,N
2004-03-14,2004,New York Knicks,103,Milwaukee Bucks,100,0,N
2004-03-14,2004,Portland Trail Blazers,92,Minnesota Timberwolves,83,0,N
2004-03-14,2004,San Antonio Spurs,87,Sacramento Kings,101,0,N
2004-03-14,2004,New Jersey Nets,95,Miami Heat,104,0,N
2004-03-14,2004,Utah Jazz,75,Denver Nuggets,102,0,N
2004-03-14,2004,Dallas Mavericks,101,Los Angeles Clippers,88,0,N
2004-03-15,2004,Phoenix Suns,99,Houston Rockets,97,1,N
2004-03-15,2004,San Antonio Spurs,80,Golden State Warriors,97,0,N
2004-03-15,2004,Orlando Magic,110,Los Angeles Lakers,113,1,N
2004-03-16,2004,Chicago Bulls,87,Cleveland Cavaliers,111,0,N
2004-03-16,2004,Seattle SuperSonics,118,Atlanta Hawks,110,0,N
2004-03-16,2004,New Orleans Hornets,83,Miami Heat,96,0,N
2004-03-16,2004,Sacramento Kings,77,New Jersey Nets,94,0,N
2004-03-16,2004,Washington Wizards,110,New York Knicks,114,1,N
2004-03-16,2004,Philadelphia 76ers,79,Memphis Grizzlies,82,0,N
2004-03-16,2004,Portland Trail Blazers,100,Milwaukee Bucks,99,0,N
2004-03-16,2004,Los Angeles Clippers,110,Phoenix Suns,98,0,N
2004-03-17,2004,Denver Nuggets,100,Boston Celtics,104,0,N
2004-03-17,2004,Portland Trail Blazers,71,Indiana Pacers,80,0,N
2004-03-17,2004,Sacramento Kings,108,Washington Wizards,114,0,N
2004-03-17,2004,Utah Jazz,81,Toronto Raptors,85,0,N
2004-03-17,2004,Philadelphia 76ers,80,New Orleans Hornets,104,0,N
2004-03-17,2004,Atlanta Hawks,111,Dallas Mavericks,110,0,N
2004-03-17,2004,Orlando Magic,85,Golden State Warriors,110,0,N
2004-03-17,2004,Los Angeles Lakers,106,Los Angeles Clippers,103,0,N
2004-03-18,2004,Detroit Pistons,89,New Jersey Nets,71,0,N
2004-03-18,2004,Seattle SuperSonics,97,Memphis Grizzlies,94,0,N
2004-03-18,2004,Minnesota Timberwolves,86,San Antonio Spurs,106,0,N
2004-03-19,2004,Chicago Bulls,96,Toronto Raptors,91,0,N
2004-03-19,2004,Atlanta Hawks,84,Washington Wizards,94,0,N
2004-03-19,2004,Utah Jazz,97,Cleveland Cavaliers,88,0,N
2004-03-19,2004,Sacramento Kings,94,Indiana Pacers,92,0,N
2004-03-19,2004,New Jersey Nets,65,New York Knicks,79,0,N
2004-03-19,2004,Boston Celtics,104,Dallas Mavericks,120,0,N
2004-03-19,2004,Denver Nuggets,75,Detroit Pistons,94,0,N
2004-03-19,2004,Seattle SuperSonics,91,New Orleans Hornets,80,0,N
2004-03-19,2004,Minnesota Timberwolves,93,Phoenix Suns,80,0,N
2004-03-19,2004,Houston Rockets,84,Golden State Warriors,90,0,N
2004-03-19,2004,Los Angeles Clippers,100,Los Angeles Lakers,106,0,N
2004-03-20,2004,Philadelphia 76ers,69,Miami Heat,101,0,N
2004-03-20,2004,Utah Jazz,87,Atlanta Hawks,81,0,N
2004-03-20,2004,Indiana Pacers,95,Memphis Grizzlies,99,0,N
2004-03-20,2004,New York Knicks,81,Chicago Bulls,87,0,N
2004-03-20,2004,Boston Celtics,87,San Antonio Spurs,103,0,N
2004-03-20,2004,Milwaukee Bucks,111,Phoenix Suns,123,0,N
2004-03-20,2004,Orlando Magic,73,Portland Trail Blazers,92,0,N
2004-03-21,2004,Dallas Mavericks,101,New Jersey Nets,98,0,N
2004-03-21,2004,Golden State Warriors,96,Los Angeles Clippers,85,0,N
2004-03-21,2004,Detroit Pistons,96,Cleveland Cavaliers,76,0,N
2004-03-21,2004,Denver Nuggets,77,Minnesota Timberwolves,98,0,N
2004-03-21,2004,Miami Heat,101,Washington Wizards,81,0,N
2004-03-21,2004,Toronto Raptors,121,New Orleans Hornets,120,1,N
2004-03-21,2004,Houston Rockets,95,Sacramento Kings,100,0,N
2004-03-21,2004,Orlando Magic,67,Seattle SuperSonics,84,0,N
2004-03-21,2004,Milwaukee Bucks,103,Los Angeles Lakers,104,1,N
2004-03-22,2004,Chicago Bulls,77,Indiana Pacers,101,0,N
2004-03-22,2004,Dallas Mavericks,98,Philadelphia 76ers,107,0,N
2004-03-22,2004,Atlanta Hawks,84,New York Knicks,96,0,N
2004-03-22,2004,Los Angeles Clippers,80,Denver Nuggets,102,0,N
2004-03-22,2004,Houston Rockets,93,Portland Trail Blazers,85,1,N
2004-03-23,2004,Phoenix Suns,103,Cleveland Cavaliers,86,0,N
2004-03-23,2004,Toronto Raptors,86,Memphis Grizzlies,95,0,N
2004-03-23,2004,San Antonio Spurs,81,Minnesota Timberwolves,86,0,N
2004-03-23,2004,Detroit Pistons,81,New Orleans Hornets,82,0,N
2004-03-23,2004,New Jersey Nets,84,Chicago Bulls,81,0,N
2004-03-23,2004,Washington Wizards,77,Utah Jazz,85,0,N
2004-03-23,2004,Milwaukee Bucks,112,Sacramento Kings,101,0,N
2004-03-24,2004,Miami Heat,105,Orlando Magic,90,0,N
2004-03-24,2004,Phoenix Suns,94,Philadelphia 76ers,99,0,N
2004-03-24,2004,Memphis Grizzlies,111,New York Knicks,97,0,N
2004-03-24,2004,Dallas Mavericks,99,Indiana Pacers,103,0,N
2004-03-24,2004,Toronto Raptors,89,Houston Rockets,90,1,N
2004-03-24,2004,Minnesota Timberwolves,92,Denver Nuggets,101,0,N
2004-03-24,2004,Los Angeles Clippers,85,Portland Trail Blazers,91,0,N
2004-03-24,2004,Utah Jazz,77,Seattle SuperSonics,84,0,N
2004-03-24,2004,Milwaukee Bucks,89,Golden State Warriors,98,0,N
2004-03-24,2004,Sacramento Kings,91,Los Angeles Lakers,115,0,N
2004-03-25,2004,New Orleans Hornets,76,Atlanta Hawks,84,0,N
2004-03-25,2004,Detroit Pistons,75,San Antonio Spurs,84,0,N
2004-03-25,2004,Washington Wizards,103,Los Angeles Clippers,94,0,N
2004-03-26,2004,Indiana Pacers,107,Orlando Magic,92,0,N
2004-03-26,2004,Cleveland Cavaliers,71,Philadelphia 76ers,86,0,N
2004-03-26,2004,Dallas Mavericks,118,Miami Heat,119,1,N
2004-03-26,2004,Toronto Raptors,101,New York Knicks,108,0,N
2004-03-26,2004,New Jersey Nets,93,Boston Celtics,102,0,N
2004-03-26,2004,Houston Rockets,86,Memphis Grizzlies,109,0,N
2004-03-26,2004,Phoenix Suns,99,New Orleans Hornets,94,0,N
2004-03-26,2004,Milwaukee Bucks,115,Chicago Bulls,105,0,N
2004-03-26,2004,Washington Wizards,78,Golden State Warriors,99,0,N
2004-03-26,2004,Minnesota Timberwolves,73,Los Angeles Lakers,90,0,N
2004-03-26,2004,Denver Nuggets,86,Seattle SuperSonics,102,0,N
2004-03-27,2004,Chicago Bulls,88,Atlanta Hawks,97,0,N
2004-03-27,2004,New Jersey Nets,104,Cleveland Cavaliers,107,0,N
2004-03-27,2004,New York Knicks,85,Detroit Pistons,100,0,N
2004-03-27,2004,Phoenix Suns,76,San Antonio Spurs,105,0,N
2004-03-27,2004,Denver Nuggets,83,Utah Jazz,85,0,N
2004-03-27,2004,Seattle SuperSonics,108,Portland Trail Blazers,115,1,N
2004-03-27,2004,Minnesota Timberwolves,98,Los Angeles Clippers,82,0,N
2004-03-28,2004,Memphis Grizzlies,94,Toronto Raptors,88,0,N
2004-03-28,2004,Dallas Mavericks,118,Orlando Magic,88,0,N
2004-03-28,2004,Houston Rockets,111,Milwaukee Bucks,107,1,N
2004-03-28,2004,Miami Heat,80,Indiana Pacers,87,0,N
2004-03-28,2004,Philadelphia 76ers,65,Boston Celtics,89,0,N
2004-03-28,2004,Washington Wizards,92,Sacramento Kings,100,0,N
2004-03-28,2004,Los Angeles Clippers,77,Golden State Warriors,105,0,N
2004-03-28,2004,Utah Jazz,84,Los Angeles Lakers,91,0,N
2004-03-29,2004,Memphis Grizzlies,136,Atlanta Hawks,133,2,N
2004-03-29,2004,Chicago Bulls,96,Miami Heat,105,0,N
2004-03-29,2004,Boston Celtics,84,New Jersey Nets,80,0,N
2004-03-29,2004,Portland Trail Blazers,91,New York Knicks,92,0,N
2004-03-29,2004,Minnesota Timberwolves,94,Houston Rockets,88,0,N
2004-03-29,2004,Cleveland Cavaliers,93,San Antonio Spurs,101,0,N
2004-03-29,2004,Washington Wizards,95,Phoenix Suns,101,0,N
2004-03-30,2004,Golden State Warriors,71,Philadelphia 76ers,95,0,N
2004-03-30,2004,Indiana Pacers,86,Milwaukee Bucks,95,0,N
2004-03-30,2004,Cleveland Cavaliers,109,Dallas Mavericks,126,0,N
2004-03-30,2004,Seattle SuperSonics,119,Denver Nuggets,124,0,N
2004-03-30,2004,New Orleans Hornets,88,Los Angeles Lakers,107,0,N
2004-03-31,2004,Portland Trail Blazers,105,Boston Celtics,98,0,N
2004-03-31,2004,Milwaukee Bucks,78,Indiana Pacers,111,0,N
2004-03-31,2004,Chicago Bulls,109,Orlando Magic,91,0,N
2004-03-31,2004,New Jersey Nets,103,Washington Wizards,99,1,N
2004-03-31,2004,Miami Heat,100,Atlanta Hawks,97,0,N
2004-03-31,2004,Los Angeles Clippers,99,Detroit Pistons,108,0,N
2004-03-31,2004,Golden State Warriors,85,Toronto Raptors,78,0,N
2004-03-31,2004,Seattle SuperSonics,83,Minnesota Timberwolves,90,0,N
2004-03-31,2004,Sacramento Kings,89,San Antonio Spurs,107,0,N
2004-03-31,2004,New Orleans Hornets,76,Utah Jazz,89,0,N
2004-04-01,2004,Portland Trail Blazers,88,Philadelphia 76ers,82,0,N
2004-04-01,2004,Sacramento Kings,117,Dallas Mavericks,127,0,N
2004-04-01,2004,Houston Rockets,85,Los Angeles Lakers,93,0,N
2004-04-02,2004,Atlanta Hawks,95,Orlando Magic,87,0,N
2004-04-02,2004,Golden State Warriors,106,Boston Celtics,111,0,N
2004-04-02,2004,Toronto Raptors,64,Indiana Pacers,84,0,N
2004-04-02,2004,Miami Heat,84,Detroit Pistons,92,0,N
2004-04-02,2004,Phoenix Suns,99,Memphis Grizzlies,109,0,N
2004-04-02,2004,Washington Wizards,73,Minnesota Timberwolves,91,0,N
2004-04-02,2004,New York Knicks,83,New Jersey Nets,108,0,N
2004-04-02,2004,Los Angeles Clippers,110,Chicago Bulls,114,1,N
2004-04-02,2004,Cleveland Cavaliers,89,Milwaukee Bucks,107,0,N
2004-04-02,2004,Houston Rockets,100,Denver Nuggets,110,0,N
2004-04-02,2004,San Antonio Spurs,94,Utah Jazz,81,0,N
2004-04-02,2004,Los Angeles Lakers,97,Seattle SuperSonics,86,0,N
2004-04-03,2004,New York Knicks,86,Philadelphia 76ers,75,0,N
2004-04-03,2004,Golden State Warriors,103,Cleveland Cavaliers,100,0,N
2004-04-03,2004,Miami Heat,97,Chicago Bulls,83,0,N
2004-04-03,2004,Phoenix Suns,103,Dallas Mavericks,124,0,N
2004-04-03,2004,New Orleans Hornets,94,Portland Trail Blazers,81,0,N
2004-04-04,2004,Indiana Pacers,61,Detroit Pistons,79,0,N
2004-04-04,2004,Sacramento Kings,99,Houston Rockets,94,0,N
2004-04-04,2004,Milwaukee Bucks,90,Toronto Raptors,83,0,N
2004-04-04,2004,Boston Celtics,102,Washington Wizards,112,0,N
2004-04-04,2004,San Antonio Spurs,95,Los Angeles Lakers,89,0,N
2004-04-04,2004,Memphis Grizzlies,82,Minnesota Timberwolves,90,0,N
2004-04-04,2004,Atlanta Hawks,89,New Jersey Nets,106,0,N
2004-04-04,2004,New Orleans Hornets,88,Seattle SuperSonics,96,0,N
2004-04-04,2004,Utah Jazz,97,Los Angeles Clippers,92,0,N
2004-04-05,2004,Memphis Grizzlies,81,Utah Jazz,92,0,N
2004-04-06,2004,Philadelphia 76ers,103,Atlanta Hawks,100,1,N
2004-04-06,2004,Toronto Raptors,87,Cleveland Cavaliers,86,0,N
2004-04-06,2004,Orlando Magic,86,Detroit Pistons,102,0,N
2004-04-06,2004,Milwaukee Bucks,103,New Jersey Nets,98,0,N
2004-04-06,2004,New York Knicks,86,Indiana Pacers,107,0,N
2004-04-06,2004,Seattle SuperSonics,108,Dallas Mavericks,118,0,N
2004-04-06,2004,Portland Trail Blazers,91,Los Angeles Lakers,80,0,N
2004-04-06,2004,New Orleans Hornets,91,Sacramento Kings,105,0,N
2004-04-06,2004,Houston Rockets,90,Golden State Warriors,97,0,N
2004-04-07,2004,Boston Celtics,101,Miami Heat,104,0,N
2004-04-07,2004,Chicago Bulls,82,New York Knicks,96,0,N
2004-04-07,2004,Indiana Pacers,94,Toronto Raptors,90,0,N
